popularity,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.580909,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,Drama|Horror|Science Fiction|Thriller,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Kasdan Pictures|WV Films II,330,5.1,2003,80603979.84521191,89749492.31346221
0.579673,Bionicle: Mask of Light,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,David Molina|Terry Shakespeare,70,Action|Adventure|Animation|Family|Science Fiction,Miramax Films|Walt Disney Studios Home Entertainment,22,5.9,2003,0.0,0.0
0.576539,Ned Kelly,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,Gregor Jordan,110,Action|Adventure|Drama|History,StudioCanal|The Australian Film Commission|Endymion Films|Australian Film Finance Corporation (AFFC)|Working Title Films,60,5.8,2003,0.0,7806158.80785765
0.576335,Bulletproof Monk,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,Paul Hunter,104,Action|Comedy|Fantasy,Metro-Goldwyn-Mayer (MGM),156,5.0,2003,61638337.528691396,0.0
0.571314,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,Action|Adventure|Comedy|Family|Science Fiction,Dimension Films,281,4.8,2003,45043400.501736,233528673.91754702
0.563401,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,Action|Comedy|Romance|Thriller,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Mediastream Dritte Film|Jinks/Cohen Company,107,6.0,2003,41487342.5673884,24060533.3517932
0.556095,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,Drama|Fantasy|Horror|Mystery|Romance,Twentieth Century Fox Film Corporation|N1 European Film Produktions GmbH & Co. KG|Baumgarten Merims Productions,42,4.8,2003,41487342.5673884,13703631.9679177
0.5488529999999989,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,Crime|Comedy|Romance,Imagine Entertainment|Universal Pictures|Mike Zoss Productions|Alphaville Productions,201,5.7,2003,71121158.6869516,142172162.277621
0.5434829999999989,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,Drama|Action|Thriller|Crime,Lakeshore Entertainment|Alphaville Films,90,5.8,2003,65194395.463039,40579371.9243062
0.537976,House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,126,Drama,DreamWorks SKG|Cobalt Media Group|Bisgrove Entertainment,76,6.5,2003,19558318.6389117,20083186.8632581
0.536597,Stitch! The Movie,Daveigh Chase|Chris Sanders|Tia Carrere|David Ogden Stiers|Kevin McDonald,Tony Craig|Roberts Gannaway,60,Animation|Comedy|Family,Walt Disney Television Animation,70,6.2,2003,0.0,0.0
0.527492,Le Divorce,Kate Hudson|Naomi Watts|Melvil Poupaud|Catherine Samie|Leslie Caron,James Ivory,117,Comedy|Drama|Romance,Fox Searchlight,17,5.2,2003,0.0,15400096.819604
0.525418,National Lampoon Presents Dorm Daze,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,David Hillenbrand|Scott Hillenbrand,96,Comedy,National Lampoon Productions,17,4.6,2003,0.0,0.0
0.505814,Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,93,Horror,Tonic Films|Down Home Entertainment|Cabin Pictures|Black Sky Entertainment|Deer Path Films,142,5.3,2003,1778028.96717379,36216546.3849826
0.500124,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127,Drama|Thriller,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,180,6.8,2003,71121158.6869516,95010921.839269
0.49676000000000003,Code 46,Tim Robbins|Samantha Morton|Nabil Elouahabi|Om Puri|Emil Marwa,Michael Winterbottom,92,Drama|Romance|Science Fiction|Thriller,BBC Films,52,5.9,2003,8890144.83586896,0.0
0.49424700000000005,The Singing Detective,Robert Downey Jr.|Robin Wright|Mel Gibson|Jeremy Northam|Katie Holmes,Keith Gordon,109,Comedy|Music|Mystery|Crime,Icon Productions|Haft Entertainment|Paramount Classics|Airborne Productions,18,5.5,2003,0.0,0.0
0.49078599999999994,Kangaroo Jack,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,David McNally,89,Comedy|Adventure|Crime,Castle Rock Entertainment|Jerry Bruckheimer Films|Warner Bros. Pictures,112,4.5,2003,0.0,0.0
0.490565,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110,Crime|Drama,Newmarket Films,216,6.8,2003,9482821.15826022,71569914.232624
0.48170799999999997,In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119,Thriller|Mystery,Pathe Productions|Red Turtle,36,4.7,2003,14224231.737390302,27.2631108299981
0.47718,The Gathering,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,Brian Gilbert,92,Horror|Thriller,Granada Film Productions|Isle of Man Film|Isle of Man Film Commission|Samuelson Productions,14,5.0,2003,0.0,0.0
0.476487,Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105,Comedy,Hyde Park Films|Touchstone Pictures,85,5.3,2003,23707052.895650502,157267138.65828502
0.47124499999999997,The Human Stain,Anthony Hopkins|Nicole Kidman|Ed Harris|Gary Sinise|Wentworth Miller,Robert Benton,106,Drama|Thriller|Romance,Miramax Films|Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Stone Village Pictures|Cinepsilon,55,6.2,2003,35560579.3434758,0.0
0.470814,Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,121,Drama,City Light Films|Revolution Studios|Casey Silver Productions,48,3.8,2003,64009042.8182565,8613020.0556926
0.46951800000000005,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,Drama|History|War,Turner Pictures|Antietam Filmworks,23,5.8,2003,66379748.107821494,15319421.7186001
0.467438,The Sleeping Dictionary,Jessica Alba|Hugh Dancy|Brenda Blethyn|Christopher Ling Lee Ian|Emily Mortimer,Guy Jenkin,109,Drama|Romance,Fine Line Features,20,6.1,2003,0.0,0.0
0.462609,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94,Drama|History,Lions Gate Films|Cruise/Wagner Productions|Baumgarten Merims Productions,46,6.4,2003,7112115.86869516,2.37070528956505
0.46067299999999994,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,85,Comedy,New Line Cinema,110,4.2,2003,22521700.250868,46545852.7592875
0.45791800000000005,Girl with a Pearl Earring,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,Peter Webber,101,Drama|Romance,Wild Bear Films|Archer Street Productions|Delux Productions,197,6.3,2003,0.0,37299241.563963704
0.457107,National Security,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,88,Action|Comedy|Crime|Thriller,Columbia Pictures,133,5.6,2003,0.0,59383736.3453302
0.454926,Scorched,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|David Krumholtz,Gavin Grazer,95,Comedy|Crime,Code Entertainment|Eclipse Catering,16,4.8,2003,0.0,0.0
0.448434,The United States of Leland,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,Matthew Ryan Hoge,108,Crime|Drama,MDP Filmproduktion,43,6.4,2003,0.0,407543.204918549
0.44652200000000003,Malibu's Most Wanted,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood,John Whitesell,86,Comedy|Crime,Warner Bros. Pictures|Karz Entertainment|Big Ticket Productions,34,4.7,2003,0.0,0.0
0.439958,Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,92,Comedy,GreeneStreet Films|Metro-Goldwyn-Mayer (MGM),108,6.2,2003,23707052.895650502,43971435.1348954
0.438475,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,Comedy|Drama|Crime,ContentFilm,25,5.6,2003,5926763.22391264,880596.10910365
0.43362,Beyond Borders,Angelina Jolie|Clive Owen|Teri Polo|Linus Roache|Noah Emmerich,Martin Campbell,127,Drama|Romance|Adventure|War,Mandalay Pictures|CP Medien AG|Camelot Pictures|Networxx - Film Management|Mel's Cite du Cinema,61,6.6,2003,41487342.5673884,0.0
0.431188,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,Drama|Thriller|Crime,Universal Pictures|Intermedia Films|Saturn Films,246,7.2,2003,59267632.23912641,46176121.1183849
0.427767,Anything Else,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,Woody Allen,108,Comedy|Romance,DreamWorks SKG|Granada Film Productions|Perdido Prod.|Canal+,70,6.1,2003,0.0,0.0
0.42697700000000005,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81,Drama|Crime,HBO Films|Fearmakers Studios,186,7.1,2003,3556057.93434758,11867776.7573208
0.42271099999999995,Coffee and Cigarettes,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,Jim Jarmusch,96,Comedy|Drama,Smokescreen Inc.,100,6.8,2003,0.0,9361494.3883035
0.422393,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90,Horror|Action|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Mindfire Entertainment,35,3.4,2003,8297468.51347769,16379417.394433599
0.421807,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101,Drama|Family,South Pacific Pictures,46,6.7,2003,9482821.15826022,49073599.4939966
0.41381599999999996,Deep Blue,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,Andy Byatt|Alastair Fothergill,83,Documentary,BBC Worldwide|BBC Natural History|Greenlight Media AG,11,4.9,2003,0.0,0.0
0.413383,In America,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou,Jim Sheridan,105,Drama|Romance,Hell's Kitchen Films|East of Harlem (UK) Ltd|Irish Film Industry,44,6.3,2003,0.0,0.0
0.431875,The Reckoning,Paul Bettany|Willem Dafoe|Tom Hardy|Brian Cox|Luke de Woolfson,Paul McGuigan,112,Crime|Drama|Mystery,"Renaissance Films|Kanzaman, M.D.A. Films S.L.",10,7.2,2003,0.0,0.0
0.407552,House of 1000 Corpses,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,Rob Zombie,89,Horror,Universal Pictures|Spectacle Entertainment Group,140,5.8,2003,8297468.51347769,19948945.6762365
0.403468,A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,101,Comedy|Romance,Metro-Goldwyn-Mayer (MGM)|David Ladd Films,46,5.3,2003,23707052.895650502,20663260.516330104
0.39266599999999996,Belly of the Beast,Steven Seagal|Byron Mann|Monica Lo|Tom Wu|Sara Malakul Lane,Ching Siu-Tung,91,Action|Thriller,GFT Entertainment|Century Time (H.K.) Ltd.|GFT Beast Films Inc.,17,4.7,2003,16594937.026955301,0.0
0.388875,Radio,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,Mike Tollin,109,Drama,Revolution Studios|Tollin/Robbins Productions,75,7.1,2003,37931284.63304079,61967255.10732889
0.383686,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93,Drama|Thriller|Crime|Romance,Recorded Picture Company (RPC),16,5.9,2003,7586256.92660817,2963381.61195632
0.383316,Cold Creek Manor,Dennis Quaid|Sharon Stone|Stephen Dorff|Juliette Lewis|Kristen Stewart,Mike Figgis,118,Drama|Thriller,Touchstone Pictures,54,5.3,2003,0.0,25347622.4433721
0.379915,Pieces of April,Katie Holmes|Derek Luke|Patricia Clarkson|Oliver Platt|Alison Pill,Peter Hedges,81,Comedy|Drama,Kalkaska Productions|IFC Productions,28,6.3,2003,355605.793434758,0.0
0.36744,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116,Action|Adventure|Comedy|Thriller,Columbia Pictures|Revolution Studios,76,4.8,2003,88901448.3586895,60622086.1068609
0.366218,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,102,Thriller|Crime,France 2 CinÃ©ma|Canal Plus|FidÃ©litÃ© Productions|Gimages|FOZ,68,6.2,2003,9245750.62930371,26600881.5704689
0.36247399999999996,Head of State,Chris Rock|Bernie Mac|Dylan Baker|Nick Searcy|Lynn Whitfield,Chris Rock,95,Comedy,DreamWorks SKG|3 Arts Entertainment,35,5.4,2003,0.0,0.0
0.361703,Cypher,Jeremy Northam|Lucy Liu|Nigel Bennett|Timothy Webber|David Hewlett,Vincenzo Natali,95,Thriller|Science Fiction|Mystery,Miramax Films|Pandora Cinema,84,6.6,2003,8890144.83586896,0.0
0.360105,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,91,Comedy|Music,Castle Rock Entertainment,33,6.5,2003,7112115.86869516,22225653.686423
0.35994299999999996,The Cheetah Girls,Raven-SymonÃ©|Adrienne Bailon|Kiely Williams|Sabrina Bryan|Lynn Whitfield,Oz Scott,100,Comedy|Drama|Family|Music|TV Movie,Disney Channel|BrownHouse Productions,49,4.6,2003,0.0,0.0
0.355981,Secondhand Lions,Michael Caine|Robert Duvall|Haley Joel Osment|Kyra Sedgwick|Mitchel Musso,Tim McCanlies,111,Comedy|Drama|Family,New Line Cinema,182,6.6,2003,0.0,0.0
0.355754,Destino,Jennifer Esposito|Dora Luz,Dominique Monfery,7,Animation,Walt Disney Pictures|Walt Disney Animation Studios,14,5.6,2003,1778028.96717379,0.0
0.749526,Piglet's Big Movie,John Fiedler|Jim Cummings|Andre Stojka|Kath Soucie|Nikita Hopkins,Francis Glebas,75,Animation|Family,Walt Disney Pictures,40,6.0,2003,0.0,0.0
0.35167800000000005,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,107,Drama|Comedy|Romance,TLA Releasing,26,6.4,2003,1007549.74806514,971916.8622103409
0.35029299999999997,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,88,Drama|Comedy,Next Wednesday Productions|SenArt Films,107,7.4,2003,592676.322391263,10288640.4811204
0.346839,Love Don't Cost a Thing,Nick Cannon|Christina Milian|Steve Harvey|Vanessa Bell Calloway|Nichole Galicia,Troy Beyer,105,Comedy|Drama|Family|Romance,Warner Bros. Pictures|Alcon Entertainment|CRML Production,19,5.7,2003,0.0,0.0
0.346215,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,122,Comedy|Music|Romance,Paramount Pictures,22,5.3,2003,17780289.6717379,35843377.2214101
0.34226799999999996,Shortcut to Happiness,Anthony Hopkins|Alec Baldwin|Jennifer Love Hewitt|Ken Murton|Dan Aykroyd,Alec Baldwin,106,Fantasy|Drama|Comedy|Science Fiction,Yari Film Group,16,5.1,2003,0.0,0.0
0.33970900000000004,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,Romance|Action|Comedy|Crime|Mystery,UK Film Council|Portman Film|Irish Film Board|Parallel Film Productions|Brown Sauce Film Productions,21,5.5,2003,5926763.22391264,5756425.678152099
0.573472,Darkness Falls,Chaney Kley|Emma Caulfield|Lee Cormie|Grant Piro|Sullivan Stapleton,Jonathan Liebesman,86,Thriller|Horror,Village Roadshow Pictures|Revolution Studios|Distant Corners Entertainment Group Inc.|Blue Star Productions|Morningstar Films,57,5.4,2003,0.0,0.0
0.335925,Dracula II: Ascension,Stephen Billington|Craig Sheffer|Jason Scott Lee|Jason London|Diane Neal,Patrick Lussier,85,Horror,Dimension Films,16,4.4,2003,0.0,0.0
0.33377399999999996,Batman: Dead End,Andrew Koenig|Clark Bartram|Kurt Carley|Dragon Dronet|Jake McKinnon,Sandy Collora,8,Action|Crime,NBV Productions,11,5.9,2003,0.0,0.0
0.331948,The In-Laws,Michael Douglas|Albert Brooks|Ryan Reynolds|Candice Bergen|Lindsay Sloane,Andrew Fleming,98,Action|Comedy,Warner Bros. Pictures|Franchise Pictures,29,5.5,2003,0.0,24229351.2754631
0.331169,How to Deal,Mandy Moore|Trent Ford|Allison Janney|Alexandra Holden|Dylan Baker,Clare Kilner,99,Drama|Comedy|Romance,Golden Mean|Focus Features|Radar Pictures,26,5.3,2003,0.0,0.0
0.330848,Mimic: Sentinel,Karl Geary|Alexis Dziena|Keith Robinson|Lance Henriksen|Amanda Plummer,J.T. Petty,77,Horror|Science Fiction|Thriller,Neo Art & Logic|Dimension Films,11,5.2,2003,0.0,0.0
0.32710300000000003,Les Enfants de la Pluie,FrÃ©dÃ©ric Cerdal|Marjolaine Poulain|Fily Keita|Benjamin Pascal,Philippe Leclerc,90,Animation|Adventure,MK2 Production,10,7.6,2003,0.0,0.0
0.3216,Angels in America,Al Pacino|Meryl Streep|Patrick Wilson|Mary-Louise Parker|Emma Thompson,Mike Nichols,352,Drama|Fantasy,Avenue Pictures Productions|Panorama Films|HBO Films,31,6.1,2003,71121158.6869516,0.0
0.317456,Saints and Soldiers,Larry Bagby|Alexander Polinsky|Kirby Heyborne|Corbin Allred|Ethan Vincent,Ryan Little,90,Action|Adventure|Drama|History|War,Excel Entertainment,46,6.7,2003,924575.0629303709,0.0
0.315387,Inspector Gadget 2,French Stewart|Elaine Hendrix|Tony Martin|Caitlin Wachs|Mark Mitchell,Alex Zamm,89,Action|Adventure|Comedy|Family,Walt Disney Pictures,55,4.3,2003,94828211.5826022,0.0
0.30925199999999997,Willard,Crispin Glover|R. Lee Ermey|Laura Harring|Jackie Burroughs|Ashlyn Gere,Glen Morgan,100,Horror,New Line Cinema|Hard Eight Pictures,30,5.3,2003,26077758.1852156,0.0
0.297658,Scooby-Doo! And the Legend of the Vampire,Casey Kasem|Frank Welker|Frank Welker|Nicole Jaffe|Heather North,Scott Jeralds,72,Animation|Comedy|Family,Warner Bros.,16,5.8,2003,0.0,0.0
0.292143,The Statement,Michael Caine|Tilda Swinton|Jeremy Northam|Alan Bates|Charlotte Rampling,Norman Jewison,120,Drama|Thriller,Sony Pictures Classics|BBC Films|Serendipity Point Films|TÃ©lÃ©film Canada|Odessa Films,10,5.5,2003,0.0,0.0
0.28941500000000003,Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,Nigel Cole,108,Comedy,Harbour Pictures|Touchstone Pictures,46,6.5,2003,11853526.447825199,114436384.9684
0.288118,Dead End,Ray Wise|Lin Shaye|Mick Cain|Alexandra Holden|Billy Asher,Jean-Baptiste Andrea|Fabrice Canepa,85,Mystery|Horror|Thriller,Sagittaire Films|Captain Movies,49,6.5,2003,0.0,0.0
0.28486100000000003,Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,William Phillips,97,Action,Alliance Atlantis Communications|TÃ©lÃ©film Canada|The Harold Greenberg Fund|Canadian Film or Video Production Tax Credit (CPTC)|Movie Central Network,18,6.4,2003,9786590.29518599,546421.49148656
0.28249,My Life Without Me,Sarah Polley|Amanda Plummer|Scott Speedman|Leonor Watling|Deborah Harry,Isabel Coixet,106,Drama|Romance,El Deseo|Milestone Productions,44,6.7,2003,0.0,11529870.6495779
0.176093,Kontroll,SÃ¡ndor CsÃ¡nyi|Csaba Pindroch|ZoltÃ¡n Mucsi|SÃ¡ndor BadÃ¡r|Zsolt Nagy,NimrÃ³d Antal,105,Comedy|Crime|Thriller,CafÃ© Film|Bonfire,32,6.6,2003,592676.322391263,0.0
0.276911,Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,Ã‰mile Gaudreault,92,Comedy|Romance,icon,13,5.2,2003,5170387.33057161,3593753.33380431
0.27518400000000004,Agent Cody Banks,Frankie Muniz|Hilary Duff|Angie Harmon|Keith David|Cynthia Stevenson,Harald Zwart,102,Action,Splendid Pictures|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Dylan Sellers Productions|Madacy Entertainment,161,4.9,2003,33189874.0539107,69693773.6270415
0.26897600000000005,The Big Empty,Jon Favreau|Joey Lauren Adams|Rachael Leigh Cook|Daryl Hannah|Kelsey Grammer,Steve Anderson,94,Comedy|Drama|Mystery|Science Fiction,North by Northwest Entertainment|Echo Lake Entertainment|Aura Entertainment,10,5.2,2003,0.0,0.0
0.264295,Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,Reggie Rock Bythewood,110,Action|Drama,DreamWorks Pictures,30,5.8,2003,28448463.474780604,27868353.075776696
0.347234,The Good Thief,Nick Nolte|TchÃ©ky Karyo|Nutsa Kukhianidze|Marc Lavoine|SaÃ¯d Taghmaoui,Neil Jordan,108,Crime|Drama|Thriller,Fox Searchlight Pictures|Alliance Atlantis Communications|Metropolitan Films|TNVO,14,6.2,2003,0.0,0.0
0.686322,The Ghost of Lord Farquaad,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Conrad Vernon,Simon J. Smith,12,Fantasy|Animation|Comedy|Science Fiction|Family,DreamWorks Animation,20,6.5,2003,0.0,0.0
0.10239,Harvie Krumpet,Geoffrey Rush|Kamahl|John Flaus|Julie Forsyth,Adam Elliot,23,Animation|Comedy,Melodrama Pictures,23,6.8,2003,0.0,0.0
0.25338099999999997,Ghosts of the Abyss,Bill Paxton|John Broadwater|James Cameron|Mike Cameron|Ken Marschall,James Cameron,92,Family|Documentary,Walt Disney Pictures|Walden Media|Earthship Productions,23,6.7,2003,15409584.3821728,20199441.5092478
0.249204,Hitler: The Rise of Evil,Robert Carlyle|Stockard Channing|Jena Malone|Julianna Margulies|Matthew Modine,Christian Duguay,179,Drama|War|History,Alliance Atlantis Communications,65,6.7,2003,0.0,0.0
0.248133,Shade,Stuart Townsend|Gabriel Byrne|Thandie Newton|Jamie Foxx|Roger Guenveur Smith,Damian Nieman,101,Action|Thriller|Crime,Cobalt Media Group|Judgement Pictures|Hammond Entertainment,38,6.3,2003,8060397.98452119,0.0
0.246824,Hope Springs,Colin Firth|Heather Graham|Minnie Driver|Mary Steenburgen|Frank Collison,Mark Herman,90,Comedy|Romance,Fragile Films|Scala Films|Touchstone Pictures|Prominent Features|Mumbo Jumbo Productions,15,4.8,2003,0.0,0.0
0.245905,The Missing,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood|Jenna Boyd|Aaron Eckhart,Ron Howard,135,Thriller|Western|Adventure,Columbia Pictures|Imagine Entertainment|Revolution Studios|Daniel Ostroff Productions,76,5.8,2003,71121158.6869516,0.0
0.34975100000000003,Stuck on You,Matt Damon|Greg Kinnear|Eva Mendes|Wen Yann Shih|Seymour Cassel,Bobby Farrelly|Peter Farrelly,118,Comedy,Twentieth Century Fox Film Corporation|Conundrum Entertainment,104,4.8,2003,65194395.463039,40098486.2098443
0.242306,Chouchou,Gad Elmaleh|Alain Chabat|Claude Brasseur|Roschdy Zem|Catherine Frot,Merzak Allouache,105,Comedy,Fechner Audiovisuel|KS2 Productions|Eclair num%C3%A9rique,61,5.1,2003,0.0,0.0
0.127505,Fear X,John Turturro|Deborah Kara Unger|Stephen Eric McIntyre|William Allen Young|Gene Davis,Nicolas Winding Refn,88,Thriller|Mystery|Foreign,Det Danske Filminstitut|Nordisk Film|TV2 Danmark|NWR Film Productions,20,5.8,2003,0.0,0.0
0.240657,Le temps du loup,Isabelle Huppert|Patrice ChÃ©reau|Brigitte RoÃ¼an|Daniel Duval|BÃ©atrice Dalle,Michael Haneke,113,Drama,Canal Plus|Wega Film|Bavaria Film,15,5.7,2003,0.0,0.0
0.23933000000000001,After School Special,Tony Denman|Daniel Farber|Erik von Detten|Sarah-Jane Potts,David M. Evans,90,Comedy,Motion Picture Corporation of America (MPCA)|International West Pictures (IWP)|Original Voices Inc.|Talent Network Media GmbH|CoproducciÃ³n Alemania-USA,24,4.8,2003,0.0,0.0
0.23728200000000002,The Second Renaissance Part I,Julia Fletcher|Dane A. Davis|Debi Derryberry|Jill Talley|Dwight Schultz,Mahiro Maeda,9,Science Fiction|Animation,Studio 4Â°C,16,7.2,2003,0.0,0.0
0.235742,Grind,Mike Vogel|Vince Vieluf|Adam Brody|Joey Kern|Jennifer Morrison,Casey La Scala,105,Action|Comedy|Family,Pandora Cinema|Gerber Pictures|900 Films|Gaylord Films|Asphalt Productions,17,6.3,2003,0.0,0.0
0.226503,Dot the I,Gael GarcÃ­a Bernal|Natalia Verbeke|James D'Arcy|Tom Hardy|Charlie Cox,Matthew Parkhill,92,Drama|Comedy|Thriller|Romance|Foreign,Alquimia Cinema|Arcane Pictures,12,5.2,2003,0.0,0.0
0.141822,Carolina,Julia Stiles|Alessandro Nivola|Shirley MacLaine|Mika Boorem|Azura Skye,Marleen Gorris,97,Comedy|Romance,Hollywood Partners|Carol Baum Productions|Bregman-IAC Productions|Living Pictures|The Pitt Group,11,5.9,2003,0.0,0.0
0.220344,Tiptoes,Gary Oldman|Patricia Arquette|Matthew McConaughey|Kate Beckinsale|Peter Dinklage,Matthew Bright,90,Comedy|Drama|Romance,StudioCanal|Wild Bunch|Langley Productions|Canal+|Marshak / Zachary,10,4.5,2003,0.0,0.0
0.097647,The Corporation,Jane Akre|Ray Anderson|Maude Barlow|Chris Barrett|Michael Moore,Mark Achbar|Jennifer Abbott,145,Documentary,Big Picture Media Corporation,42,7.1,2003,0.0,5334086.90152137
0.209749,Owning Mahowny,Philip Seymour Hoffman|Minnie Driver|John Hurt|Maury Chaykin|Ian Tracey,Richard Kwietniowski,104,Crime|Drama|Thriller,Alliance Atlantis Communications|Natural Nylon Entertainment|TÃ©lÃ©film Canada|Astral Media|Canadian Film or Video Production Tax Credit (CPTC),11,6.4,2003,0.0,0.0
0.208637,Kid's Story,Clayton Watson|Keanu Reeves|Carrie-Anne Moss|Kevin Michael Richardson|John Demita,Shinichiro Watanabe,15,Science Fiction|Animation,Studio 4Â°C,16,6.8,2003,11.853526447825198,5.92676322391264
